start_id,end_id,start_lat,start_lon,end_lat,end_lon,count
58196168,660951,49.479693,8.471489,49.48275,8.463303,176
58196168,339343,49.479693,8.471489,49.49707,8.473044,175
30612264,339463,49.485946,8.46215,49.487956,8.466007,175
339463,276163348,49.487956,8.466007,49.480781,8.469247,175
339463,364019650,49.487956,8.466007,49.477839,8.467814,175
339475,364019650,49.47996,8.469749,49.477839,8.467814,174
364019650,339475,49.477839,8.467814,49.47996,8.469749,174
339472,660974,49.48711,8.456876,49.494114,8.4676,174
339475,339481,49.47996,8.469749,49.479502,8.495221,174
339462,660951,49.489761,8.468437,49.48275,8.463303,173
339463,1557693,49.487956,8.466007,49.47365,8.46642,172
339472,339485,49.48711,8.456876,49.478512,8.482561,172
339473,339475,49.484705,8.463544,49.47996,8.469749,172
660951,121376,49.48275,8.463303,49.477082,8.463662,172
339468,660939,49.484576,8.459859,49.464913,8.475941,172
30612203,339349,49.4945,8.459644,49.498946,8.467224,172
28450681,339476,49.496424,8.47725,49.493448,8.458968,171
339476,339456,49.493448,8.458968,49.490685,8.475705,170
660951,30612203,49.48275,8.463303,49.4945,8.459644,170
28450596,28450544,49.479913,8.475652,49.475967,8.483157,170
28450544,364019650,49.475967,8.483157,49.477839,8.467814,170
28450544,660945,49.475967,8.483157,49.474531,8.489524,169
339456,339472,49.490685,8.475705,49.48711,8.456876,169
7853258,30612225,49.492344,8.482906,49.497065,8.492131,169
4915747,339472,49.485698,8.473613,49.48711,8.456876,169
339472,28450544,49.48711,8.456876,49.475967,8.483157,168
339466,339468,49.491183,8.462391,49.484576,8.459859,168
31471648,364019650,49.459715,8.487411,49.477839,8.467814,168
7853258,30612250,49.492344,8.482906,49.4908,8.471387,168
30612225,4726822,49.497065,8.492131,49.500855,8.499588,167
276163348,30612250,49.480781,8.469247,49.4908,8.471387,167
339459,58196168,49.487939,8.478742,49.479693,8.471489,167
29964359,339472,49.484387,8.473963,49.48711,8.456876,167
28450544,31471276,49.475967,8.483157,49.487604,8.471435,167
339487,276163348,49.485371,8.469493,49.480781,8.469247,166
660943,660951,49.474329,8.486944,49.48275,8.463303,166
30612203,660951,49.4945,8.459644,49.48275,8.463303,166
339472,339473,49.48711,8.456876,49.484705,8.463544,166
